Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Output_Dash,Output_Skill,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Target_Dash,Target_Skill,Loss
1,1.19,7.70,-0.3584,0.9000,-64.7301,0.5653,96.4688,94.7452,78.3097,95.8225,95.9746,96.6980,94.7452,78.3097,95.8225,95.9746,0.010505
1,1.17,7.80,-0.2739,0.9026,-73.1884,0.5511,95.0026,94.8130,77.9183,95.7897,96.0041,96.2127,94.8130,77.9183,95.7897,96.0041,0.292871
1,1.11,7.90,-0.1895,0.9054,-81.8459,0.5492,94.9354,94.8130,78.1005,95.6643,96.1582,94.9354,94.8130,78.1005,95.6643,96.3087,0.004527
1,1.04,8.00,-0.1146,0.9079,-89.8559,0.5598,95.1699,94.7250,77.0070,95.7222,96.3975,95.1699,94.7250,77.0070,95.7222,96.4757,0.001221
1,0.97,8.10,-0.0596,0.9097,-96.4503,0.5796,94.2253,94.7760,77.6257,95.7968,97.0019,94.2253,94.7760,77.6257,95.7968,96.9991,0.000002
1,0.87,8.20,-0.0193,0.9110,-101.8581,0.6050,94.7531,94.7579,77.7583,95.8429,96.9556,94.7531,94.7579,77.7583,95.8429,96.8608,0.001797
1,0.80,8.30,0.0152,0.9122,-107.1258,0.6399,95.1029,94.7375,77.8701,95.7525,97.2095,95.1029,94.7375,77.8701,95.7525,97.0346,0.006125
1,0.74,8.40,0.0356,0.9128,-110.7400,0.6711,95.4711,94.7882,78.9891,95.6105,97.3483,95.4711,94.7882,78.9891,95.6105,97.1154,0.010854
1,0.71,8.50,0.0506,0.9133,-114.5377,0.6920,96.1558,94.7882,78.8569,95.6625,97.5011,96.1558,94.7882,78.8569,95.6625,97.2341,0.014257
1,0.70,8.60,0.0616,0.9137,-118.3764,0.7010,96.0199,94.6655,81.5290,95.6129,97.8521,96.0199,94.6655,81.5290,95.6129,97.5747,0.015398
1,0.72,8.70,0.0697,0.9140,-122.0958,0.6977,94.9689,94.7300,80.7436,95.6259,98.1658,94.9689,94.7300,80.7436,95.6259,97.9036,0.013750
1,0.77,8.80,0.0756,0.9142,-125.5123,0.6823,96.4288,94.5273,80.9629,95.6184,98.7499,96.4288,94.5273,80.9629,95.6184,98.5321,0.009484
1,0.79,8.90,0.0832,0.9144,-131.7907,0.6461,96.8627,94.5273,80.9450,95.7803,98.6367,96.8627,94.5273,80.9450,95.7803,98.4406,0.007690
1,0.81,9.00,0.0855,0.9145,-135.3344,0.6298,97.1665,94.3626,80.9702,95.7600,98.7029,97.1665,94.3626,80.9702,95.7600,98.5217,0.006569
1,0.82,9.10,0.0872,0.9145,-139.0328,0.6157,97.4085,94.3626,81.0170,95.8562,98.1450,97.4085,94.3626,81.0170,95.8562,97.9795,0.005480
1,0.82,9.20,0.0885,0.9146,-142.8740,0.6042,97.8121,94.2934,80.4396,95.9116,98.7211,97.8121,94.2934,80.4396,95.9116,98.5545,0.005551
1,0.85,9.30,0.0887,0.9146,-146.8187,0.5950,97.9002,94.4436,80.6714,95.9907,98.2637,97.9002,94.4436,80.6714,95.9907,98.1355,0.003287
1,0.95,9.40,0.0887,0.9146,-151.1980,0.5708,97.3714,94.3095,80.3225,95.9913,97.6979,97.3714,94.3095,80.3225,95.9913,97.6673,0.000187
1,1.02,9.50,0.0887,0.9146,-156.4457,0.5161,96.9602,94.3095,81.5603,96.0290,96.3544,96.9602,94.3095,81.5603,96.0290,97.0144,0.087113
1,1.06,9.60,0.0887,0.9146,-162.8688,0.4667,97.3225,94.3095,81.8731,96.0509,95.2539,97.4057,94.3095,81.8731,96.0509,95.2539,0.001386
1,1.05,9.70,0.1731,0.9174,-165.4213,0.4661,97.6080,94.1570,81.7945,96.0822,94.5204,97.6830,94.1570,81.7945,96.0822,94.5204,0.001124
1,1.04,9.80,0.2576,0.9202,-167.4458,0.4654,97.6464,93.9535,81.0365,96.1597,95.7040,97.7130,93.9535,81.0365,96.1597,95.7040,0.000886
1,1.04,9.90,0.3589,0.9236,-169.8791,0.4654,97.4555,93.9086,79.8104,96.2226,94.3134,97.5160,93.9086,79.8104,96.2226,94.3134,0.000731
2,1.04,0.00,0.3589,0.9236,-169.8791,0.4654,97.3582,93.9086,81.4496,96.2206,94.9504,97.4197,93.9086,81.4496,96.2206,94.9504,0.000755
2,1.02,0.10,0.5277,0.9292,-173.9214,0.4672,97.2286,93.7586,80.5286,96.2599,95.2252,97.2720,93.7586,80.5286,96.2599,95.2252,0.000377
2,1.07,0.20,0.6122,0.9320,-175.9258,0.4689,97.2973,93.8765,79.7829,96.2656,95.4982,97.2973,88.0803,79.7829,96.2656,95.4982,6.719107
2,1.03,0.30,0.6995,0.9349,157.7180,0.4648,80.4166,75.3926,87.5401,79.3105,75.9089,80.4166,75.3926,87.6915,79.3105,75.9089,0.004581
2,1.20,0.40,0.7597,0.9369,179.3034,0.4479,80.6479,75.4860,87.9290,79.2665,75.6363,80.6479,75.4860,97.6892,79.2665,75.6363,19.052360
2,1.33,0.50,0.8012,0.9383,-161.8134,0.3887,97.9329,93.6669,79.6577,96.3534,95.8775,98.2867,93.6669,79.6577,96.3534,95.8775,0.025032
2,1.40,0.60,0.9099,0.8942,-144.3474,0.3617,97.5457,93.4226,79.5471,96.4465,96.3074,97.9663,93.4226,79.5471,96.4465,96.3074,0.035377
2,1.47,0.70,0.9641,0.8294,-129.5948,0.3560,97.4884,93.5019,79.5621,96.4597,96.7679,97.9875,93.5019,79.5621,96.4597,96.7679,0.049820
2,1.57,0.80,0.9928,0.7500,-114.5691,0.3421,97.5455,93.4841,79.2040,96.3640,97.1101,98.1388,93.4841,79.2040,96.3640,97.1101,0.070410
2,1.70,0.90,0.9927,0.6655,-98.9873,0.3206,97.4951,93.3233,79.9638,96.2887,97.0449,98.2209,93.3233,79.9638,96.2887,97.0449,0.105344
2,1.80,1.00,0.9579,0.5703,-79.2417,0.2876,97.9411,93.3903,79.6480,96.3518,97.2890,97.9411,93.3903,79.6480,96.3518,98.7605,0.433096
2,1.93,1.10,0.9337,0.5041,-65.9120,0.2554,97.7775,93.3071,79.3261,96.4431,97.7124,98.7255,93.3071,79.3261,96.4431,97.7124,0.179723
2,1.92,1.20,0.8577,0.4672,-60.9333,0.2056,96.4363,93.2866,78.8191,96.1312,98.1121,99.0463,93.2866,78.8191,96.1312,98.1121,1.362429
2,1.77,1.30,0.7736,0.4585,-81.6231,0.1763,97.0829,93.3760,77.9121,96.2441,98.2472,97.0829,93.3760,77.9121,96.2441,99.0391,0.125395
2,1.64,1.40,0.6868,0.4495,-110.7983,0.1929,97.0735,93.4732,78.6016,96.2605,97.6939,97.0735,93.4732,78.6016,96.2605,98.3578,0.088174
2,1.53,1.50,0.6353,0.4442,-126.4706,0.2295,95.7004,93.3141,79.1287,96.3225,97.8874,95.7004,93.3141,79.1287,96.3225,98.4390,0.060860
2,1.44,1.60,0.5976,0.4403,-138.4128,0.2620,96.3146,93.2569,78.6306,96.3570,97.9517,96.3146,93.2569,78.6306,96.3570,98.4165,0.043213
2,3.29,1.70,0.5699,0.4374,-148.4561,0.2862,97.1377,93.2640,78.5041,96.4106,98.2981,3.2934,93.2640,78.5041,96.4106,98.2981,1761.347000
2,3.19,1.80,0.4528,0.4321,-163.2293,0.3500,97.1164,93.4644,78.6929,96.4942,97.0892,97.1164,93.4644,78.6929,96.4942,3.1869,1763.529000
2,3.10,1.90,0.3757,0.4286,-172.3968,0.3822,97.0795,93.4114,78.4350,96.5632,97.5209,3.0959,93.4114,78.4350,96.5632,97.5209,1766.584000
2,3.01,2.00,0.2913,0.4248,-178.8618,0.4240,97.1992,93.4055,79.7608,96.5476,94.4943,97.1992,93.4055,79.7608,96.5476,3.0144,1673.715000
2,1.52,2.10,0.2164,0.4214,175.8439,0.4653,82.8178,75.8100,89.8392,79.1893,76.8326,82.8178,75.8100,112.8967,79.1893,76.8326,106.329300
2,1.61,2.20,-0.6971,0.4245,0.0000,0.7392,112.6225,94.5923,96.5143,112.1378,111.8663,112.6225,94.5923,96.5143,112.3719,111.8663,0.010958
2,1.82,2.30,-0.6971,0.4245,0.0000,0.6970,113.2497,94.6353,96.6053,112.8142,112.4265,111.3134,94.6353,96.6053,112.8142,112.4265,0.749877
2,1.98,2.40,-0.6127,0.4245,0.0000,0.6125,110.7850,94.4634,95.6006,110.2210,110.3525,109.3580,94.4634,95.6006,110.2210,110.3525,0.407254
2,2.15,2.50,-0.5282,0.4245,0.0000,0.5280,108.1968,94.3282,93.9288,107.1073,108.6932,108.2170,94.3282,93.9288,107.1073,108.6932,0.000082
2,2.30,2.60,-0.4437,0.4245,0.0000,0.4435,106.7717,94.1608,93.0952,105.2830,107.0159,106.7717,94.1608,93.0952,105.2830,107.2035,0.007038
2,2.46,2.70,-0.3688,0.4245,0.0000,0.3638,105.7230,94.0691,91.8084,103.7616,105.4426,105.7230,94.0691,91.8084,103.7616,106.3410,0.161422
2,2.65,2.80,-0.3047,0.4245,0.0000,0.2811,104.5670,93.9304,91.5632,103.0480,104.8419,105.8598,93.9304,91.5632,103.0480,104.8419,0.334287
2,2.80,2.90,-0.2202,0.4245,0.0000,0.1966,103.6420,93.7862,90.5567,102.6094,103.9318,103.6420,93.7862,90.5567,102.6094,105.2518,0.348484
2,2.05,3.00,-0.1453,0.4245,0.0000,0.1169,103.5976,93.6573,90.4504,102.3386,103.3676,103.5976,93.6573,90.4504,102.3386,97.2032,7.600074
2,1.78,3.10,-0.2014,0.4245,-49.1856,0.1631,93.5659,93.4581,81.2640,96.1144,96.5881,97.3995,93.4581,81.2640,96.1144,96.5881,2.939244
2,1.55,3.20,-0.2637,0.4245,-93.7734,0.2181,93.4057,93.4455,80.7274,96.1054,96.8374,93.4057,93.4455,80.7274,96.1054,97.4236,0.068747
2,1.41,3.30,-0.3170,0.4245,-129.9024,0.2651,94.3215,93.4331,80.1042,96.1642,97.2802,94.3215,93.4331,80.1042,96.1642,97.7133,0.037521
2,1.32,3.40,-0.3538,0.4245,-153.3823,0.2976,95.3088,93.4541,79.3515,96.2249,97.3208,95.3088,93.4541,79.3515,96.2249,97.6680,0.024108
2,1.26,3.50,-0.3756,0.4245,-166.5323,0.3168,95.5748,93.5591,79.7616,96.2320,95.6436,95.5748,93.5591,79.7616,96.2320,96.5288,0.156711
2,1.23,3.60,-0.3915,0.4245,-175.7148,0.3309,95.9117,93.5591,79.8472,96.2773,96.2011,95.9117,93.5591,79.8472,90.5140,96.2011,6.643191
2,1.23,3.70,-0.4033,0.4245,177.8733,0.3412,83.6253,75.7660,90.1429,79.2588,77.1033,83.6253,75.7660,90.4695,79.2588,77.1033,0.021325
2,1.16,3.80,-0.4119,0.4245,173.3959,0.3488,82.9479,75.7285,90.3664,79.2790,77.4406,82.9479,75.7285,96.5697,79.2790,77.4406,7.696339
2,1.14,3.90,-0.4182,0.4245,-165.8976,0.3940,95.4174,93.6154,79.5521,96.2375,95.6022,95.4174,93.6154,79.5521,96.4115,95.6022,0.006054
2,1.11,4.00,-0.4228,0.4245,-147.2497,0.4374,94.5205,93.5735,79.6297,96.2466,95.8925,94.5205,93.5735,79.6297,96.3932,95.8925,0.004295
2,1.12,4.10,-0.4287,0.4245,-112.1038,0.5092,92.4771,93.5423,79.8241,96.1744,94.2069,92.4771,93.5423,79.8241,96.3374,94.2069,0.005313
2,1.16,4.20,-0.4305,0.4245,-96.3495,0.5274,91.1893,93.5333,79.7324,95.9835,92.7646,91.1893,93.5333,79.7324,96.1859,92.7646,0.008196
2,1.22,4.30,-0.4319,0.4245,-80.8429,0.5344,91.2694,93.5357,79.4904,95.8878,93.9395,91.2694,93.5357,79.4904,96.1520,93.9395,0.013961
2,1.17,4.40,-0.4323,0.4245,-65.3539,0.5295,92.7316,93.5357,79.2230,95.9112,93.6143,92.7316,96.1266,79.2230,95.9112,93.6143,1.342549
2,1.14,4.50,-0.4323,0.4245,-89.6428,0.5134,93.8249,93.5826,78.7766,95.9167,94.8223,93.8249,93.5826,78.7766,96.0993,94.8223,0.006664
2,1.17,4.60,-0.4323,0.4245,-118.2383,0.4821,94.5571,93.6254,79.5900,95.8037,95.9719,94.5571,93.6254,79.5900,96.1865,95.9719,0.029296
2,1.25,4.70,-0.4323,0.4245,-143.8864,0.4231,95.1938,93.6340,80.8350,95.4840,96.4327,95.1938,93.6340,80.8350,95.4840,96.7194,0.016437
2,1.29,4.80,-0.4323,0.4245,-153.0348,0.3694,94.1094,93.6969,80.4092,95.5661,96.4698,94.1094,93.6969,80.4092,95.5661,96.7971,0.021420
2,1.32,4.90,-0.4323,0.4245,-160.0000,0.3374,93.7011,93.6479,79.9261,95.6607,96.8522,93.7011,93.6479,79.9261,95.6607,97.1990,0.024065
2,1.33,5.00,-0.4323,0.4245,-166.7141,0.3144,92.4075,93.7295,80.0046,95.6890,93.9018,92.4075,93.7295,80.0046,95.6890,96.0594,0.931081
2,1.34,5.10,-0.4323,0.4245,-174.2892,0.2959,90.8848,93.6798,79.4305,95.7664,94.2795,90.8848,93.6798,79.4305,91.8231,94.2795,3.109908
2,1.38,5.20,-0.4323,0.4245,177.3435,0.2824,85.3685,75.7209,91.3784,79.9911,79.2293,85.3685,75.7209,96.1743,79.9911,79.2293,4.600202
2,1.43,5.30,-0.4323,0.4245,-171.2112,0.2749,93.2451,93.6399,79.5026,95.7325,93.2932,93.2451,93.6399,79.5026,96.2007,93.2932,0.043838
2,1.45,5.40,-0.4323,0.4245,-157.8036,0.2742,92.8277,93.6828,79.5250,95.6027,92.8383,92.8277,93.6828,79.5250,96.0970,92.8383,0.048861
2,1.47,5.50,-0.4323,0.4245,-146.4270,0.2808,93.6689,93.6498,79.4401,95.5581,93.6070,93.6689,93.6498,79.4401,96.0694,93.6070,0.052292
2,1.51,5.60,-0.4323,0.4245,-132.0056,0.2965,94.0984,93.7193,79.2405,95.6553,94.5608,94.0984,93.7193,79.2405,96.2067,94.5608,0.060810
2,1.56,5.70,-0.4323,0.4245,-117.7376,0.2998,94.4272,93.7630,79.0324,95.6907,94.9116,94.4272,93.7630,79.0324,96.2984,94.9116,0.073874
2,1.65,5.80,-0.4323,0.4245,-105.7689,0.2914,94.4893,93.8542,79.5855,95.6275,95.1378,94.4893,93.8542,79.5855,96.3233,95.1378,0.096838
2,1.74,5.90,-0.4323,0.4245,-91.2969,0.2718,95.0001,93.8265,79.0329,95.3612,95.6290,95.0001,93.8265,79.0329,96.4163,95.6290,0.222608
2,1.76,6.00,-0.4323,0.4245,-78.8404,0.2468,95.2142,93.8767,79.0127,95.4400,96.0159,95.2142,93.8767,79.0127,95.4400,96.8121,0.126798
2,1.75,6.10,-0.4323,0.4245,-86.8628,0.2270,95.6855,93.9279,78.9929,95.4177,96.4517,95.6855,93.9279,78.9929,95.4177,97.2338,0.122335
2,1.69,6.20,-0.4323,0.4245,-97.7003,0.2139,95.8204,94.0269,79.2808,95.5358,96.4715,97.1962,94.0269,79.2808,95.5358,96.4715,0.378604
2,1.55,6.30,-0.3931,0.3497,-119.5921,0.2259,96.1556,94.0014,78.8737,95.6396,96.8963,96.1556,94.0014,78.8737,95.6396,97.4812,0.068406
2,1.42,6.40,-0.3583,0.2834,-136.3628,0.2614,96.5931,94.0014,79.9666,95.7871,97.2805,96.5931,94.0014,79.9666,95.7871,97.7301,0.040429
2,1.30,6.50,-0.3327,0.2347,-147.3790,0.3046,95.5875,93.9092,80.0686,95.8123,97.5516,95.5875,93.9092,80.0686,95.8123,97.8780,0.021308
2,1.24,6.60,-0.3109,0.1930,-157.8318,0.3439,94.5137,94.0391,80.2033,95.7273,96.2141,94.5137,94.0391,80.2033,95.7273,96.4887,0.015082
2,1.20,6.70,-0.2980,0.1683,-165.4749,0.3616,95.0771,94.1746,79.8860,95.7723,96.5343,95.0771,94.1746,79.8860,95.7723,96.7690,0.011016
2,1.19,6.80,-0.2885,0.1503,-172.4463,0.3668,95.4382,94.1050,81.2368,95.6924,97.0622,95.4382,94.1050,81.2368,95.6924,97.2819,0.009655
2,1.22,6.90,-0.2815,0.1370,-178.8225,0.3599,94.3828,94.2127,81.2793,95.7238,97.1957,94.3828,94.2127,81.2793,95.7238,90.4262,9.165228
2,1.24,7.00,-0.2764,0.1272,174.7755,0.3513,83.1889,75.2432,90.5118,79.9196,75.7774,83.1889,75.2432,98.1129,79.9196,75.7774,11.555200
2,1.28,7.10,-0.2727,0.1201,-171.9067,0.3458,95.4623,94.1327,80.9419,95.9682,96.4993,95.4623,94.1327,80.9419,95.9682,96.8192,0.020476
2,1.33,7.20,-0.2699,0.1148,-158.7628,0.3441,93.1939,94.1308,80.6628,95.9738,96.6021,93.1939,94.1308,80.6628,95.9738,96.9656,0.026436
2,1.36,7.30,-0.2675,0.1103,-143.0060,0.3477,94.5098,94.1077,81.3492,96.0119,96.6674,94.5098,94.1077,81.3492,96.0119,97.0587,0.030613
2,1.41,7.40,-0.2662,0.1077,-129.6911,0.3555,95.3260,94.0307,81.5204,95.9882,95.5480,95.3260,94.0307,81.5204,95.9882,96.4350,0.157379
2,1.48,7.50,-0.2651,0.1057,-116.3997,0.3531,96.3536,94.0421,81.2371,96.0104,95.0984,96.3536,94.0421,81.2371,96.8661,95.0984,0.146446
2,1.55,7.60,-0.2644,0.1043,-102.9532,0.3407,95.2100,94.0421,81.3147,96.0001,95.7757,96.5900,94.0421,81.3147,96.0001,95.7757,0.380870
2,1.58,7.70,-0.3485,0.1122,-96.0580,0.3350,95.1610,93.9555,81.9961,95.9304,95.7697,95.1610,93.9555,81.9961,96.5507,95.7697,0.076973
2,1.58,7.80,-0.4231,0.1192,-87.4736,0.3300,93.8661,94.0584,82.2042,95.8335,94.9063,93.8661,94.0584,82.2042,96.4562,94.9063,0.077556
2,1.55,7.90,-0.4869,0.1252,-88.1578,0.3233,92.8118,94.0524,83.1941,95.5619,95.4725,92.8118,94.0524,83.1941,96.1561,95.4725,0.070627
2,1.52,8.00,-0.5247,0.1288,-97.0310,0.3213,93.7244,93.9620,82.9565,95.5775,94.1168,93.7244,93.9620,82.9565,96.1373,94.1168,0.062678
2,1.48,8.10,-0.5524,0.1314,-105.4499,0.3223,92.1557,93.9067,82.8332,95.6049,94.9929,92.1557,93.9067,82.8332,96.1261,94.9929,0.054329
2,1.39,8.20,-0.5727,0.1333,-113.4672,0.3265,92.7857,93.7411,82.5930,95.6647,95.7237,92.7857,93.7411,82.5930,96.1570,95.7237,0.048469
2,1.40,8.30,-0.5986,0.1358,-127.4206,0.3447,93.5502,93.6623,82.5082,95.6844,95.7013,93.5502,93.6623,82.5082,95.6844,96.1405,0.038577
2,1.47,8.40,-0.6115,0.1370,-138.8845,0.3217,94.2409,93.7816,82.3597,95.6976,96.5418,94.2409,93.7816,82.3597,95.6976,97.0487,0.051400
2,1.52,8.50,-0.6161,0.1374,-148.1679,0.2678,95.1392,93.8071,82.0039,95.5790,96.9676,95.1392,93.8071,82.0039,95.5790,97.5161,0.060169
2,1.54,8.60,-0.6201,0.1378,-164.9450,0.2167,95.6056,93.7401,81.7988,95.4435,95.4928,95.6056,93.7401,81.7988,95.4435,96.1861,0.096128
2,1.53,8.70,-0.6224,0.1380,-174.1797,0.1920,91.8934,93.6824,81.5501,95.4775,93.9145,91.0147,93.6824,81.5501,95.4775,93.9145,0.154409
2,1.47,8.80,-0.6695,0.2082,175.1287,0.2150,85.4399,75.6792,90.4865,80.5875,78.9963,85.4399,75.6792,95.8197,80.5875,78.9963,5.688471
2,1.47,8.90,-0.7112,0.2704,-173.5280,0.2393,92.3420,93.6741,80.8869,95.3337,94.6038,92.3420,93.6741,80.8869,95.8484,94.6038,0.052987
2,1.47,9.00,-0.7469,0.3236,-158.7112,0.2622,92.8527,93.6483,82.2025,95.3933,94.8581,92.8527,93.6483,82.2025,95.9111,94.8581,0.053611
2,3.54,9.10,-0.7680,0.3551,-145.8805,0.2789,91.9612,93.5883,81.8438,95.4026,94.8879,91.9612,93.5883,81.8438,3.5363,94.8879,1687.883000
1,1.52,9.20,-0.7929,0.3922,-121.8683,0.2833,92.8759,93.6585,82.9454,95.5022,95.0890,92.8759,93.6585,82.9454,113.1457,95.0890,62.258200
1,1.73,9.30,-0.6971,0.4245,0.0000,0.7392,113.8048,95.2418,98.1092,114.3123,113.8039,111.7299,95.2418,98.1092,114.3123,113.8039,0.861078
1,1.88,9.40,-0.6127,0.4245,0.0000,0.6547,109.3445,94.8910,95.4702,108.7392,109.6500,109.3445,94.8910,95.4702,108.7392,108.6444,0.202265
1,2.01,9.50,-0.5377,0.4245,0.0000,0.5750,107.6033,94.7757,93.8917,106.9341,108.1835,107.6033,94.7757,93.8917,106.9341,107.8778,0.018696
1,2.13,9.60,-0.4827,0.4245,0.0000,0.5053,106.5115,94.7137,93.6900,105.5956,107.5303,106.5115,94.7137,93.6900,105.5956,107.6952,0.005433
1,2.24,9.70,-0.4424,0.4245,0.0000,0.4429,105.7707,94.7676,92.7321,104.8220,107.1964,105.7707,94.7676,92.7321,104.8220,107.6785,0.046468
1,2.34,9.80,-0.4128,0.4245,0.0000,0.3858,105.3351,94.7500,92.8418,104.4864,106.8224,105.3351,94.7500,92.8418,104.4864,107.5093,0.094380
1,2.44,9.90,-0.3910,0.4245,0.0000,0.3327,104.5725,94.7128,92.6595,103.4805,105.8315,104.5725,94.7128,92.6595,103.4805,106.7520,0.169448
2,2.44,0.00,-0.3910,0.4245,0.0000,0.3327,104.6822,94.7006,92.8574,103.7038,106.1750,104.6822,94.7006,92.8574,103.7038,107.0626,0.157568
2,2.15,0.10,-0.3614,0.4245,0.0000,0.2250,103.6832,94.6527,92.4064,102.6505,104.8136,103.6832,94.6527,92.4064,102.6505,105.5337,0.103709
2,2.36,0.20,-0.3533,0.4245,0.0000,0.1787,104.2416,94.5749,92.1929,102.1190,104.5290,104.2416,94.5749,92.1929,102.1190,105.2652,0.108380
2,2.01,0.30,-0.3507,0.4245,0.0000,0.1051,103.3208,94.5538,91.9137,101.4205,104.0644,103.3208,94.5538,91.9137,101.4205,96.9469,10.131870
2,1.75,0.40,-0.4806,0.4245,-59.4278,0.1755,93.6002,93.7283,82.0831,96.2609,93.7116,93.6002,93.7283,82.0831,97.0472,93.7116,0.123663
2,1.54,0.50,-0.5759,0.4245,-100.9253,0.2272,94.0558,93.6139,81.6979,96.1105,94.9971,94.0558,93.6139,81.6979,96.6855,94.9971,0.066124
2,1.41,0.60,-0.6574,0.4245,-134.5504,0.2714,94.3573,93.6696,81.4258,96.0413,95.3904,94.3573,93.6696,81.4258,96.4945,95.3904,0.041092
2,1.33,0.70,-0.7057,0.4245,-153.3823,0.2976,94.8170,93.6647,81.0089,95.8582,95.4968,94.8170,93.6647,81.0089,96.2257,95.4968,0.027012
2,1.26,0.80,-0.7411,0.4245,-166.5323,0.3168,95.1963,93.6647,82.0842,95.8975,93.5665,95.1963,93.6647,82.0842,96.2019,93.5665,0.018530
2,1.23,0.90,-0.7671,0.4245,-175.7148,0.3309,95.7115,93.6462,82.2305,95.8882,94.7906,95.7115,93.6462,82.2305,95.8882,90.2619,4.101842
2,1.16,1.00,-0.7923,0.4245,175.8875,0.3445,82.5648,75.7692,90.2609,80.2274,78.1657,82.5648,75.7692,96.3013,80.2274,78.1657,7.297354
2,1.10,1.10,-0.8087,0.4245,-155.5266,0.4112,95.9854,93.7438,81.8454,95.8412,96.2985,96.4314,93.7438,81.8454,95.8412,96.2985,0.039786
2,0.99,1.20,-0.8859,0.4588,-139.6277,0.4894,94.7687,93.6944,80.9018,95.8741,96.3286,94.7687,93.6944,80.9018,95.8741,96.3513,0.000103
2,0.94,1.30,-0.9658,0.4941,-120.4539,0.5709,95.8161,93.7468,80.6003,95.9312,96.4729,95.8161,93.7468,80.6003,95.9312,96.4440,0.000168
2,1.52,1.40,-1.0130,0.5151,-104.4703,0.6188,92.8258,93.7073,80.5886,94.3840,93.7761,92.8258,93.7073,80.5886,94.3840,113.8038,80.221890
2,1.61,1.50,-0.6971,0.4245,0.0000,0.7392,111.9004,95.2257,97.4631,112.5399,111.9833,111.9004,95.2257,97.4631,112.2315,111.9833,0.019026
2,1.71,1.60,-0.6971,0.4245,0.0000,0.6970,111.4539,95.2424,97.3238,112.1268,111.4347,111.4539,95.2424,97.3238,111.7670,111.4347,0.025885
2,1.79,1.70,-0.6971,0.4245,0.0000,0.6463,110.6942,95.2347,96.9923,111.2746,111.2571,110.6942,95.2347,96.9923,111.3233,111.2571,0.000475
2,1.89,1.80,-0.6971,0.4245,0.0000,0.6040,110.9207,95.2388,96.6910,110.7096,110.5230,110.9207,95.2388,96.6910,110.7096,110.9592,0.038052
2,2.10,1.90,-0.6971,0.4245,0.0000,0.5533,109.8698,95.2145,95.6861,109.6861,109.9535,109.0642,95.2145,95.6861,109.6861,109.9535,0.129799
2,2.25,2.00,-0.6127,0.4245,0.0000,0.4689,107.5280,95.0481,93.9751,107.3305,108.2148,107.5280,95.0481,93.9751,107.3305,108.0652,0.004476
2,2.38,2.10,-0.5377,0.4245,0.0000,0.3892,105.8067,94.9547,92.7566,105.2137,106.4317,105.8067,94.9547,92.7566,105.2137,106.9586,0.055533
2,2.50,2.20,-0.4827,0.4245,0.0000,0.3194,104.8822,94.8692,91.6754,103.9900,105.9374,104.8822,94.8692,91.6754,103.9900,106.8002,0.148896
2,2.61,2.30,-0.4424,0.4245,0.0000,0.2570,104.3577,94.8162,91.0718,103.3525,104.9303,104.3577,94.8162,91.0718,103.3525,106.0100,0.233169
2,2.22,2.40,-0.4128,0.4245,0.0000,0.2000,103.8450,94.7646,90.0999,102.7068,104.7725,103.8450,94.7646,90.0999,102.7068,105.4850,0.101534
2,2.13,2.50,-0.3910,0.4245,0.0000,0.1468,103.1858,94.7147,90.0087,102.0239,104.0085,103.1858,94.7147,90.0087,102.0239,95.0186,16.163570
2,1.84,2.60,-0.4684,0.4245,-38.1806,0.1499,93.7341,93.5842,87.6464,93.8102,92.6130,94.7117,93.5842,87.6464,93.8102,92.6130,0.191167
2,1.63,2.70,-0.5726,0.4245,-86.0888,0.2084,93.5208,93.1676,88.5233,93.8954,91.9901,93.5208,93.1676,88.5233,94.5871,91.9901,0.095708
2,1.37,2.80,-0.6490,0.4245,-119.5423,0.2513,92.4715,92.9123,87.2545,93.9068,93.2321,92.4715,92.9123,87.2545,94.3422,93.2321,0.037920
2,1.30,2.90,-0.7463,0.4245,-159.2144,0.3060,92.7600,92.7938,87.2241,93.9638,93.7617,92.7600,92.7938,87.2241,94.3222,93.7617,0.025688
2,1.24,3.00,-0.7766,0.4245,-170.6048,0.3229,93.2568,92.6884,86.2574,93.9782,92.6209,93.2568,92.6884,86.2574,94.2816,92.6209,0.018417
2,1.23,3.10,-0.7987,0.4245,-178.5586,0.3354,93.2790,92.5857,86.7831,93.9437,93.4866,93.2790,92.5857,86.7831,85.4924,93.4866,14.285030
2,1.16,3.20,-0.8203,0.4245,174.1675,0.3475,84.6026,76.8194,85.3426,81.9584,79.1788,84.6026,76.8194,94.1841,81.9584,79.1788,15.634120
2,1.12,3.30,-0.8326,0.4245,-161.1021,0.4041,93.4129,92.4367,86.0661,94.0553,94.6939,93.4129,92.4367,86.0661,94.8635,94.6939,0.130622
2,1.11,3.40,-0.8442,0.4245,-127.9405,0.4797,94.3773,92.4350,86.9917,94.0983,94.7136,94.3773,92.4350,86.9917,94.0983,94.8771,0.005350
2,1.13,3.50,-0.8491,0.4245,-108.3838,0.5148,94.4493,92.4350,87.1091,93.9942,94.4548,94.4493,92.4350,87.1091,93.9942,94.6403,0.006881
2,1.17,3.60,-0.8520,0.4245,-92.6946,0.5311,92.9762,92.2219,87.1022,94.0628,94.4135,92.9762,92.2219,87.1022,94.0628,94.6414,0.010390
