Episode,Reward,Timer,Input_PosX,Input_PosY,Input_Angle,Input_DistNorm,Output_Accelerate,Output_TurnLeft,Output_TurnRight,Target_Accelerate,Target_TurnLeft,Target_TurnRight,Loss
1,1.52,4.40,-0.6535,0.7433,161.9075,0.3136,184.6884,184.7784,184.8415,184.5088,184.7784,184.8415,0.010761
1,1.51,4.50,-0.7042,0.7792,136.2907,0.3529,184.6428,184.7935,184.5614,184.6428,184.7935,184.4549,0.003777
1,1.50,4.60,-0.7264,0.7949,126.1776,0.3701,184.6769,184.7099,184.6067,184.6769,184.3671,184.6067,0.039165
1,1.24,4.70,-0.7391,0.8038,120.8767,0.3800,184.6884,184.6221,184.6164,184.0766,184.6221,184.6164,0.124767
1,1.12,4.80,-0.8980,0.7916,130.7145,0.5009,184.6186,184.6895,184.7514,184.4351,184.6895,184.7514,0.011224
1,1.39,4.90,-0.6971,0.4245,0.0000,0.7392,185.0561,184.4107,184.5486,184.9394,184.4107,184.5486,0.004546
1,1.59,5.00,-0.5650,0.4245,0.0000,0.6070,185.3446,184.8482,184.5474,185.2354,184.8482,184.5474,0.003977
1,1.88,5.10,-0.4636,0.4245,0.0000,0.5056,185.5777,185.0773,184.6238,185.7009,185.0773,184.6238,0.005062
1,2.07,5.20,-0.3174,0.4245,0.0000,0.3594,185.6317,185.1824,184.7678,185.6317,185.2694,184.7678,0.002522
1,2.32,5.30,-0.2235,0.4245,-20.0000,0.2394,184.7940,184.9303,184.9116,184.7940,184.9303,185.9603,0.366584
1,1.99,5.40,-0.1697,0.4245,0.0000,0.1394,185.6061,185.2345,184.8604,185.1844,185.2345,184.8604,0.059266
1,1.68,5.50,-0.2289,0.4245,-77.8319,0.1986,184.8970,184.9503,184.9394,184.8970,184.7832,184.9394,0.009306
1,1.52,5.60,-0.3022,0.4245,-134.5504,0.2719,184.9612,184.9396,185.1770,184.9612,184.8411,185.1770,0.003233
1,1.42,5.70,-0.3442,0.4245,-164.2660,0.3139,184.8966,184.8624,184.9745,184.8966,184.8624,184.5492,0.060274
1,1.42,5.80,-0.3683,0.4245,-179.8345,0.3380,184.9506,184.8532,184.9802,184.9506,184.8532,184.3117,0.148952
1,1.13,5.90,-0.3821,0.4245,172.0093,0.3518,184.6465,184.7909,184.7387,184.0766,184.7909,184.7387,0.108291
1,1.02,6.00,-0.5269,0.4042,170.0801,0.4970,184.5375,184.6240,184.5950,184.5375,183.7985,184.5950,0.227150
1,1.01,6.10,-0.6199,0.3912,131.0305,0.6076,184.6637,184.6698,184.6425,184.6637,183.8351,184.6425,0.232285
1,1.14,6.20,-0.6774,0.3831,85.3539,0.6755,184.7813,184.6372,184.6516,184.0766,184.6372,184.6516,0.165554
1,1.47,6.30,-0.6819,0.2369,49.3892,0.6599,184.7556,184.7080,184.4533,184.3752,184.7080,184.4533,0.048231
1,1.87,6.40,-0.5921,0.1052,9.6843,0.5530,184.7514,184.4991,184.5813,185.0909,184.4991,184.5813,0.038432
1,2.11,6.50,-0.4514,0.0655,-8.7299,0.3524,184.8321,185.0258,185.0269,184.8321,185.2914,185.0269,0.023513
1,2.27,6.60,-0.3537,0.0380,-37.9280,0.1899,184.7644,184.9083,185.0155,184.7644,184.9083,185.4398,0.060015
1,2.17,6.70,-0.3184,0.0281,-24.5935,0.1286,184.8219,184.7645,184.7283,184.8219,184.7645,185.1429,0.057293
1,1.64,6.80,-0.3393,0.0527,-56.9348,0.1363,184.8535,184.7931,184.9738,184.7688,184.7931,184.9738,0.002391
1,1.58,6.90,-0.4538,0.1484,-164.8523,0.2487,184.8044,184.7647,184.9622,184.8044,184.7647,184.4952,0.072681
1,1.58,7.00,-0.5110,0.1961,147.7943,0.3053,184.5988,184.8687,184.6788,184.5988,184.6018,184.6788,0.023749
1,1.58,7.10,-0.5314,0.2132,132.1595,0.3256,184.5317,184.7156,184.6555,184.5317,184.4503,184.6555,0.023468
1,1.58,7.20,-0.5554,0.2332,114.9617,0.3494,184.4310,184.7241,184.5677,184.4310,184.4563,184.5677,0.023899
1,1.58,7.30,-0.5691,0.2447,105.9557,0.3631,184.5531,184.7001,184.7231,184.5531,184.4523,184.7231,0.020471
1,1.33,7.40,-0.5783,0.2523,100.5381,0.3722,184.5482,184.7486,184.5225,184.5482,184.7486,184.2276,0.028987
1,1.30,7.50,-0.5822,0.2557,141.0001,0.4409,184.4046,184.6560,184.5835,184.4046,184.1051,184.5835,0.101170
1,1.29,7.60,-0.5839,0.2571,115.6904,0.4915,184.3603,184.6787,184.6474,184.3603,184.1194,184.6474,0.104242
1,1.12,7.70,-0.5849,0.2579,93.0227,0.5270,184.3214,184.5606,184.5192,184.3214,184.5202,184.5192,0.000544
1,1.41,7.80,-0.6971,0.4245,0.0000,0.7392,185.1073,184.3943,184.6782,185.0402,184.3943,184.6782,0.001500
1,1.71,7.90,-0.5509,0.4245,0.0000,0.5930,185.4386,184.8927,184.7015,185.4702,184.8927,184.7015,0.000333
1,2.03,8.00,-0.4047,0.4245,0.0000,0.4468,185.4969,185.0129,184.6377,185.7140,185.0129,184.6377,0.015716
1,2.19,8.10,-0.2453,0.4245,0.0000,0.2873,185.5431,185.1404,184.7032,185.8600,185.1404,184.7032,0.033471
1,2.19,8.20,-0.1608,0.4245,0.0000,0.2029,185.5466,185.0412,184.6925,185.2120,185.0412,184.6925,0.037301
1,1.80,8.30,-0.1078,0.4245,-38.1806,0.1499,184.7729,184.5593,185.0504,184.9963,184.5593,185.0504,0.016634
1,1.56,8.40,-0.2017,0.4245,-113.7766,0.2438,184.7527,184.6822,184.8672,184.7527,184.6822,184.5802,0.027445
1,1.45,8.50,-0.2598,0.4245,-156.4030,0.3019,184.8033,184.7998,184.7948,184.8033,184.7998,184.4055,0.050537
1,1.42,8.60,-0.2888,0.4245,-175.7148,0.3309,184.8770,184.7398,184.8419,184.2796,184.7398,184.8419,0.118931
1,1.36,8.70,-0.3054,0.4245,174.1675,0.3475,184.6277,184.7365,184.6210,184.6277,184.2525,184.6210,0.078088
1,1.35,8.80,-0.3149,0.4245,139.1691,0.4250,184.6490,184.6725,184.7352,184.6490,184.2346,184.7352,0.063931
1,1.16,8.90,-0.3189,0.4245,111.9727,0.4711,184.7428,184.6749,184.7570,184.7428,184.6749,184.0736,0.155697
1,1.05,9.00,-0.3227,0.4245,141.6370,0.5212,184.7212,184.6492,184.5850,184.7212,184.6492,183.9268,0.144437
1,0.98,9.10,-0.3244,0.4245,169.9187,0.5376,184.5323,184.5377,184.4510,184.1364,184.5377,184.4510,0.052255
1,1.19,9.20,-0.4698,0.4403,-159.5465,0.5873,184.8936,184.8149,185.1237,184.8936,184.8149,184.4593,0.147155
1,1.35,9.30,-0.5707,0.4512,-128.3138,0.5284,185.0458,184.6967,185.1242,185.0458,184.6967,184.6217,0.084185
1,1.51,9.40,-0.6209,0.4566,-100.3722,0.4863,185.0477,184.8667,185.1516,185.0477,184.8667,184.8081,0.039322
1,1.66,9.50,-0.6497,0.4597,-69.9727,0.4488,185.2071,184.8353,185.1484,185.2071,184.8353,185.0167,0.005787
1,1.86,9.60,-0.6662,0.4615,-41.1275,0.4121,185.0800,184.9047,184.9430,185.0870,184.9047,184.9430,0.000016
1,1.91,9.70,-0.5093,0.4333,-28.3182,0.3318,184.9492,184.8742,184.9297,185.0083,184.8742,184.9297,0.001166
1,1.73,9.80,-0.4044,0.3315,-51.1085,0.2747,184.8509,184.8766,185.0273,184.8509,184.9092,185.0273,0.000352
1,1.76,9.90,-0.3370,0.2661,-109.6958,0.2816,184.8623,184.8937,184.7960,184.8623,184.8937,184.8062,0.000035
2,1.76,0.00,-0.3370,0.2661,-109.6958,0.2816,184.9415,184.7663,184.8940,184.9415,184.7663,184.8535,0.000547
2,1.49,0.10,-0.2846,0.2153,-123.8905,0.2813,184.9888,184.7040,184.7947,184.3258,184.7040,184.7947,0.146507
2,1.51,0.20,-0.1279,0.1450,165.1178,0.3278,184.4603,184.7570,184.5656,184.4603,184.4196,184.5656,0.037954
2,1.54,0.30,-0.0807,0.1239,136.2545,0.3557,184.5210,184.6714,184.5067,184.5210,184.3673,184.5067,0.030830
2,1.57,0.40,-0.0251,0.0990,88.5260,0.4057,184.4952,184.5656,184.6110,184.4952,184.3320,184.6110,0.018192
2,1.46,0.50,0.0067,0.0847,43.6448,0.4558,184.7117,184.4905,184.4310,184.7117,184.4905,184.3268,0.003614
2,1.57,0.60,0.0264,0.0759,73.8511,0.4663,184.6135,184.6686,184.5372,184.3948,184.6686,184.5372,0.015948
2,1.92,0.70,0.0719,0.2148,78.9973,0.4038,184.4577,184.4275,184.5972,184.4577,184.6702,184.5972,0.019631
2,2.02,0.80,0.1012,0.3041,35.3809,0.2914,184.5082,184.4556,184.3911,184.5082,184.4556,184.6836,0.028515
2,2.19,0.90,0.1179,0.3552,55.4989,0.2127,184.4588,184.3798,184.3621,184.8053,184.3798,184.3621,0.040016
2,2.25,1.00,0.1755,0.5038,53.4227,0.1303,184.5324,184.4223,184.2473,184.9402,184.4223,184.2473,0.055452
2,2.27,1.10,0.2406,0.5347,33.0080,0.1276,184.5050,184.5287,184.2329,184.9563,184.5287,184.2329,0.067884
2,2.18,1.20,0.2949,0.5286,4.6448,0.1571,184.4525,184.6192,184.5018,184.4525,185.2542,184.5018,0.134387
2,2.07,1.30,0.3413,0.5234,-18.6717,0.1824,184.7197,184.7679,184.7807,184.7197,184.7679,185.0020,0.016331
2,2.01,1.40,0.3890,0.5180,-41.0162,0.2085,184.7331,184.8194,184.8715,184.7331,184.8194,185.0377,0.009212
2,1.99,1.50,0.4127,0.5154,-51.1702,0.2215,184.8366,184.8203,184.8742,184.8366,184.8203,185.0108,0.006215
2,1.97,1.60,0.4264,0.5138,-56.4906,0.2289,184.8052,184.8455,184.8025,184.8052,184.8455,184.9648,0.008783
2,1.75,1.70,0.4348,0.5129,-59.4870,0.2335,184.7974,184.6575,184.7344,184.7974,184.7000,184.7344,0.000601
2,1.50,1.80,0.4390,0.5124,-109.3488,0.2728,184.9223,184.7744,184.7949,184.5700,184.7744,184.7949,0.041371
2,1.32,1.90,0.3408,0.4041,-158.4351,0.3315,184.8945,184.7605,184.8909,184.3627,184.7605,184.8909,0.094259
2,1.18,2.00,0.2944,0.2654,-173.1997,0.4009,184.7689,184.8405,184.6862,183.9635,184.8405,184.6862,0.216209
2,1.14,2.10,0.2491,0.1264,176.6450,0.4649,184.5439,184.6642,184.4948,184.5439,184.6642,184.1232,0.046017
2,1.15,2.20,0.2201,0.0371,-155.2393,0.5140,184.7293,184.6559,184.7389,184.7293,184.6559,184.0366,0.164416
2,1.16,2.30,0.2034,-0.0141,-126.2710,0.5521,184.5848,184.7246,184.7425,184.5848,184.7246,184.0525,0.158722
2,1.27,2.40,0.1939,-0.0434,-96.7750,0.5869,184.6410,184.7883,184.8015,184.6410,184.7883,184.2208,0.112376
2,1.52,2.50,0.1880,-0.0615,-63.9819,0.5774,184.6740,184.6378,184.8131,184.6740,184.6378,184.4839,0.036123
2,1.71,2.60,0.1850,-0.0706,-37.9189,0.4879,184.6611,184.6800,184.7392,184.6611,184.6800,184.5995,0.006505
2,1.83,2.70,0.1833,-0.0757,-13.2360,0.4278,184.7897,184.6974,184.8387,184.7897,184.6974,184.9719,0.005912
2,1.94,2.80,0.1823,-0.0789,-1.9907,0.3798,184.9333,184.6691,184.7730,184.8694,184.6691,184.7730,0.001363
2,2.08,2.90,0.2649,-0.0611,-8.6600,0.3165,184.7070,184.6226,184.8208,185.0526,184.6226,184.8208,0.039816
2,2.27,3.00,0.3639,-0.0397,-19.1307,0.2334,184.8046,184.5488,184.7924,184.8046,184.5488,185.2264,0.062783
2,2.08,3.10,0.4650,-0.0178,-20.5011,0.1366,184.7703,184.7971,184.8102,185.0470,184.7971,184.8102,0.025519
2,1.92,3.20,0.4858,0.0397,-71.7810,0.1579,184.8507,184.7002,184.7350,184.8507,184.7002,184.9232,0.011812
2,1.83,3.30,0.4730,0.0845,-99.1859,0.2017,184.6766,184.6805,184.8565,184.8396,184.6805,184.8565,0.008847
2,1.78,3.40,0.4657,0.1101,-112.8995,0.2274,184.7101,184.6613,184.5804,184.7101,184.6613,184.6453,0.001408
2,1.75,3.50,0.4615,0.1248,-119.9898,0.2422,184.6478,184.6434,184.7710,184.6761,184.6434,184.7710,0.000267
2,1.74,3.60,0.4589,0.1339,-123.9841,0.2514,184.6471,184.7091,184.7268,184.6471,184.7091,184.6181,0.003933
2,1.79,3.70,0.4576,0.1385,-125.8037,0.2560,184.6224,184.6496,184.6248,184.6224,184.6496,184.5938,0.000322
2,1.44,3.80,0.4571,0.1401,-105.8926,0.2576,184.5497,184.5644,184.5191,184.5497,184.1608,184.5191,0.054313
2,1.45,3.90,0.4567,0.1415,-167.8479,0.3459,184.5981,184.5097,184.6607,184.5981,184.2352,184.6607,0.025115
2,1.53,4.00,0.4567,0.1415,136.4302,0.3864,184.7349,184.5534,184.6137,184.7349,184.4142,184.6137,0.006459
2,1.57,4.10,0.4567,0.1415,105.2155,0.3906,184.7208,184.5493,184.6223,184.4389,184.5493,184.6223,0.026476
2,1.68,4.20,0.3301,0.2383,56.7147,0.4385,184.7746,184.6567,184.6542,184.6068,184.6567,184.6542,0.009394
2,1.61,4.30,0.1840,0.2316,12.3633,0.4429,184.7952,184.6571,184.3838,184.5030,184.6571,184.3838,0.028453
2,1.70,4.40,0.0697,0.1404,-37.0894,0.4412,184.4779,184.4717,184.7413,184.4779,184.4717,184.5936,0.007274
2,1.77,4.50,-0.0036,0.0818,-19.2930,0.4234,184.6533,184.5998,184.7768,184.6533,184.5998,184.6943,0.002272
2,1.81,4.60,-0.0457,0.0483,-19.7631,0.3899,184.6104,184.5069,184.7701,184.6104,184.5069,184.7314,0.000500
2,1.81,4.70,-0.0632,0.0343,-14.6594,0.3751,184.5580,184.6183,184.5935,184.5580,184.6183,184.5849,0.000025
2,1.66,4.80,-0.0735,0.0260,-6.8874,0.3840,184.6756,184.4990,184.7038,184.6756,184.5135,184.7038,0.000070
2,1.61,4.90,-0.0824,0.0190,-39.8302,0.4163,184.6707,184.6270,184.6592,184.6707,184.6270,184.4302,0.017483
2,1.54,5.00,-0.0876,0.0148,-28.6812,0.4571,184.7645,184.7414,184.6635,184.4612,184.7414,184.6635,0.030645
2,1.53,5.10,-0.2238,0.0681,-25.3838,0.4925,184.7674,184.7025,184.7603,184.4477,184.7025,184.7603,0.034067
2,1.47,5.20,-0.2873,0.1238,-36.1315,0.4858,184.7914,184.6120,184.9519,184.5760,184.6120,184.9519,0.015463
2,1.51,5.30,-0.4072,0.2288,-59.2716,0.4809,184.7193,184.5710,184.8337,184.7193,184.5710,184.4975,0.037680
2,1.45,5.40,-0.4736,0.2870,-43.7981,0.4831,184.6136,184.6167,184.9232,184.6136,184.6167,184.5266,0.052436
2,1.31,5.50,-0.5116,0.3203,-23.9179,0.5405,184.6750,184.5811,184.6087,184.6750,184.5811,184.1408,0.072975
2,1.23,5.60,-0.5334,0.3394,-11.3322,0.6280,184.6324,184.6146,184.7173,184.0953,184.6146,184.7173,0.096157
2,1.22,5.70,-0.4262,0.4389,-20.6568,0.6587,184.7700,184.5234,184.7695,184.7700,184.5234,184.1444,0.130234
2,1.31,5.80,-0.3574,0.5027,-12.1255,0.6721,184.6530,184.4255,184.8958,184.3608,184.4255,184.8958,0.028458
2,1.43,5.90,-0.2220,0.5580,-26.0899,0.6068,184.6386,184.5010,184.8177,184.6386,184.5010,184.3969,0.059026
2,1.41,6.00,-0.1281,0.5963,-16.9362,0.5628,184.7200,184.5675,184.7503,184.7200,184.5675,184.3081,0.065185
2,1.31,6.10,-0.0813,0.6154,-11.6528,0.5812,184.6966,184.4370,184.6454,184.6966,184.4370,184.1756,0.073557
2,1.40,6.20,-0.0545,0.6264,-3.7630,0.6380,184.8076,184.5804,184.8578,184.3963,184.5804,184.8578,0.056373
2,1.57,6.30,0.0509,0.5250,-17.4055,0.5781,184.6914,184.6486,184.7533,184.6914,184.6486,184.4719,0.026384
2,1.69,6.40,0.1186,0.4599,-13.0479,0.4988,184.7019,184.6343,184.7016,184.7019,184.6343,184.5475,0.007915
2,1.76,6.50,0.1573,0.4226,-10.6648,0.4389,184.4761,184.5815,184.6467,184.5559,184.5815,184.6467,0.002125
2,1.74,6.60,0.1729,0.2772,-33.1233,0.3761,184.3490,184.4367,184.4361,184.3490,184.4367,184.3312,0.003665
2,1.45,6.70,0.1829,0.1839,-22.5931,0.3992,184.3249,184.5596,184.5198,184.3249,184.1654,184.5198,0.051797
2,1.29,6.80,0.1891,0.1261,-61.7490,0.4885,184.4175,184.6182,184.5369,184.4175,184.0580,184.5369,0.104618
2,1.39,6.90,0.1922,0.0973,-107.3838,0.5079,184.4643,184.5548,184.5172,184.4643,184.5548,184.1023,0.057394
2,1.30,7.00,0.1941,0.0794,-77.4242,0.4959,184.4805,184.4214,184.5430,184.4805,183.9973,184.5430,0.059946
2,1.38,7.10,0.1950,0.0705,-122.3250,0.4803,184.4698,184.4096,184.6405,184.4698,184.4096,184.1770,0.071611
2,1.44,7.20,0.1956,0.0655,-95.3716,0.4761,184.4453,184.4694,184.6909,184.4453,184.4694,184.2878,0.054153
2,1.60,7.30,0.1959,0.0625,-68.2371,0.4833,184.4719,184.5344,184.6030,184.4719,184.5344,184.3585,0.019933
2,1.77,7.40,0.1960,0.0619,-34.0783,0.4519,184.4738,184.5263,184.7204,184.4738,184.5263,184.6407,0.002117
2,1.98,7.50,0.1960,0.0619,-19.4348,0.3893,184.5831,184.6794,184.6948,184.5831,184.6794,184.8325,0.006320
2,2.11,7.60,0.1960,0.0619,-15.5958,0.2860,184.5480,184.6628,184.7911,184.5480,184.6628,185.0514,0.022583
2,2.19,7.70,0.1960,0.0619,-7.3268,0.2357,184.3954,184.5887,184.7717,184.3954,184.5887,185.1126,0.038733
2,2.21,7.80,0.1960,0.0619,-4.2253,0.2001,184.4652,184.5208,184.7164,184.4652,184.5208,185.0780,0.043589
2,2.26,7.90,0.1960,0.0619,-5.6567,0.1875,184.5420,184.5269,184.7305,184.5420,184.5269,185.1420,0.056461
2,2.19,8.00,0.1960,0.0619,-10.3806,0.1562,184.5029,184.6103,184.7763,184.5029,184.6103,185.1188,0.039091
2,1.96,8.10,0.1601,0.0479,-57.2212,0.1254,184.5682,184.6975,184.8053,184.5682,184.6975,184.9134,0.003898
2,1.68,8.20,0.0949,0.0259,-106.8517,0.1735,184.5207,184.5139,184.6370,184.5207,184.5139,184.4666,0.009671
2,1.57,8.30,0.0120,-0.0022,-159.0586,0.2411,184.3949,184.4721,184.5879,184.3949,184.4721,184.3088,0.025971
2,1.55,8.40,-0.0221,-0.0137,-177.7507,0.2697,184.4653,184.5295,184.5167,184.4653,184.5295,184.1922,0.035082
2,1.54,8.50,-0.0489,-0.0227,168.8025,0.2926,184.4030,184.3689,184.3918,184.4030,184.3689,184.0981,0.028742
2,1.53,8.60,-0.0642,-0.0279,161.7835,0.3057,184.3462,184.3229,184.3697,184.0603,184.3229,184.3697,0.027247
2,1.47,8.70,-0.0730,-0.0309,158.0981,0.3133,184.3886,184.4042,184.4563,184.3886,184.4042,184.0833,0.046392
2,1.47,8.80,-0.0762,-0.0319,171.0688,0.3267,184.3510,184.3447,184.3666,184.3510,184.3447,184.2767,0.002692
2,1.59,8.90,-0.0802,-0.0333,-162.3035,0.3376,184.5850,184.5406,184.6467,184.5850,184.5406,184.3913,0.021749
2,1.75,9.00,-0.0818,-0.0338,-138.2689,0.3124,184.5811,184.3529,184.6905,184.5811,184.3529,184.5949,0.003041
2,1.89,9.10,-0.0818,-0.0338,-113.5860,0.2666,184.5521,184.5458,184.7152,184.5521,184.5458,184.7618,0.000724
2,1.93,9.20,-0.0818,-0.0338,-87.7370,0.2313,184.5903,184.5292,184.6682,184.5903,184.5292,184.7558,0.002560
2,1.97,9.30,-0.0818,-0.0338,-78.2301,0.2242,184.5803,184.7184,184.7933,184.5803,184.7184,184.9159,0.005011
2,2.05,9.40,-0.0818,-0.0338,-60.6698,0.2305,184.5018,184.6243,184.6962,184.5018,184.6243,184.9010,0.013986
2,2.12,9.50,-0.0818,-0.0338,-43.1303,0.2142,184.5342,184.6003,184.7405,185.0098,184.6003,184.7405,0.075404
2,2.09,9.60,-0.0827,-0.1801,-61.4847,0.1562,184.4468,184.5533,184.6373,184.4468,184.5533,184.8838,0.020255
2,2.00,9.70,-0.0830,-0.2386,-67.4895,0.1598,184.4890,184.5264,184.7528,184.4890,184.5264,184.9093,0.008165
2,1.92,9.80,-0.0835,-0.3075,-60.4274,0.2141,184.5649,184.5706,184.4974,184.5649,184.5706,184.6435,0.007123
2,1.77,9.90,-0.0837,-0.3501,-35.1339,0.2919,184.5380,184.5896,184.6010,184.5380,184.5217,184.6010,0.001536
3,1.77,0.00,-0.0837,-0.3501,-35.1339,0.2919,184.4758,184.5928,184.5895,184.4758,184.5136,184.5895,0.002092
3,1.53,0.10,-0.0838,-0.3731,-45.0895,0.3668,184.5826,184.4395,184.4558,184.5826,184.2671,184.4558,0.009905
3,1.40,0.20,-0.0839,-0.3845,-90.6074,0.4090,184.4769,184.3664,184.7452,184.2993,184.3664,184.7452,0.010519
3,1.39,0.30,-0.2296,-0.3975,-119.4106,0.4334,184.6679,184.3640,184.5728,184.6679,184.3640,184.2095,0.043973
3,1.34,0.40,-0.3231,-0.4058,-97.8158,0.4700,184.6454,184.4480,184.6234,184.1377,184.4480,184.6234,0.085927
3,1.32,0.50,-0.4588,-0.3514,-77.5344,0.5229,184.4960,184.6378,184.5107,184.1104,184.6378,184.5107,0.049560
3,1.11,0.60,-0.5366,-0.2276,-55.0339,0.5641,184.4967,184.5761,184.6454,184.4967,183.9091,184.6454,0.148279
3,1.21,0.70,-0.5906,-0.1418,-107.5130,0.5956,184.4593,184.4826,184.6269,184.4593,184.4826,183.9857,0.137041
3,1.31,0.80,-0.6197,-0.0955,-77.6060,0.5897,184.4198,184.4875,184.5751,184.4198,184.4875,184.0382,0.096086
3,1.40,0.90,-0.6342,-0.0724,-49.7230,0.5765,184.4409,184.4689,184.6413,184.4409,184.4689,184.1917,0.067376
3,1.43,1.00,-0.6425,-0.0592,-21.5977,0.5716,184.4984,184.5792,184.4904,184.4984,184.5792,184.1621,0.035932
3,1.42,1.10,-0.6473,-0.0517,-7.6362,0.5751,184.5005,184.4525,184.5717,184.5005,184.1462,184.5717,0.031280
3,1.84,1.20,-0.6500,-0.0473,-34.3983,0.5421,184.4682,184.5512,184.6078,184.4682,184.5512,184.6013,0.000014
3,1.12,1.30,-0.6516,-0.0448,-19.2648,0.3535,184.5647,184.5658,184.5975,184.5647,184.5658,183.8527,0.184938
3,1.36,1.40,-0.6971,0.4245,0.0000,0.7392,184.5453,183.6772,184.0673,184.4005,183.6772,184.0673,0.006984
3,1.53,1.50,-0.5799,0.4245,0.0000,0.6219,184.7903,184.1046,184.1384,184.6292,184.1046,184.1384,0.008648
3,1.73,1.60,-0.4954,0.4245,0.0000,0.5375,184.9681,184.2957,184.1109,184.9609,184.2957,184.1109,0.000017
3,1.90,1.70,-0.3940,0.4245,0.0000,0.4361,185.0797,184.6109,184.3327,185.1666,184.6109,184.3327,0.002521
3,2.19,1.80,-0.3095,0.4245,0.0000,0.3516,185.2905,184.6820,184.3432,185.6025,184.6820,184.3432,0.032447
3,2.26,1.90,-0.1633,0.4245,0.0000,0.2054,185.1768,184.6323,184.4760,185.0238,184.6323,184.4760,0.007806
3,1.80,2.00,-0.0938,0.4245,-26.3561,0.1359,184.7015,184.5034,184.6914,184.7015,184.5034,184.6508,0.000548
3,1.58,2.10,-0.2017,0.4245,-113.7766,0.2438,184.6188,184.5171,184.5648,184.3514,184.5171,184.5648,0.023833
3,1.46,2.20,-0.2555,0.4245,-153.3823,0.2976,184.6476,184.3672,184.6903,184.3029,184.3672,184.6903,0.039612
3,1.42,2.30,-0.2863,0.4245,-174.1322,0.3284,184.5169,184.3388,184.6761,184.5169,184.3388,184.0253,0.141208
3,1.36,2.40,-0.3040,0.4245,174.9967,0.3461,184.3094,184.4679,184.3153,184.3094,183.9867,184.3153,0.077175
3,1.35,2.50,-0.3141,0.4245,139.8583,0.4240,184.4563,184.3761,184.3907,184.4563,183.9591,184.3907,0.057965
3,1.30,2.60,-0.3183,0.4245,112.5907,0.4699,184.3341,184.3924,184.4207,183.8759,184.3924,184.4207,0.069961
3,1.17,2.70,-0.3801,0.2920,77.5864,0.5425,184.3600,184.3178,184.3368,184.3600,184.3178,183.6841,0.141984
3,1.09,2.80,-0.4198,0.2069,110.5207,0.5626,184.3629,184.2937,184.1837,183.6123,184.2937,184.1837,0.187790
3,1.15,2.90,-0.4816,0.0744,147.2330,0.5490,184.3340,184.4382,184.2835,183.7400,184.4382,184.2835,0.117580
3,1.28,3.00,-0.5555,0.0334,152.2948,0.5154,184.2308,184.5106,184.2648,184.2308,183.9443,184.2648,0.106881
3,1.46,3.10,-0.6210,-0.0029,131.5543,0.4779,184.2192,184.2878,184.1176,184.2192,183.9077,184.1176,0.048150
3,1.67,3.20,-0.7044,-0.0491,93.1855,0.4392,184.2896,184.3382,184.1557,184.2896,184.1613,184.1557,0.010431
3,1.89,3.30,-0.7460,-0.0722,57.4127,0.3870,184.2778,184.2368,184.3124,184.2778,184.3590,184.3124,0.004979
3,1.99,3.40,-0.7698,-0.0854,20.7567,0.3263,184.1467,184.1965,184.1741,184.1467,184.1965,184.3465,0.009898
3,2.13,3.50,-0.7856,-0.0941,39.4502,0.2493,184.1311,184.1814,184.2006,184.1311,184.4898,184.2006,0.031709
3,2.33,3.60,-0.7899,-0.0965,17.5669,0.2100,184.2359,184.2147,184.2920,184.2359,184.2147,184.7746,0.077636
3,1.12,3.70,-0.8253,-0.0902,11.6813,0.1210,184.2580,184.1231,184.1684,184.2580,184.1231,183.7551,0.056956
3,1.36,3.80,-0.6971,0.4245,0.0000,0.7392,184.6336,184.0429,183.9749,184.4164,184.0429,183.9749,0.015727
3,1.59,3.90,-0.5799,0.4245,0.0000,0.6219,184.8616,184.2874,184.1554,184.7594,184.2874,184.1554,0.003481
3,1.83,4.00,-0.4626,0.4245,0.0000,0.5047,184.9598,184.4473,184.1994,184.9996,184.4473,184.1994,0.000529
3,2.09,4.10,-0.3454,0.4245,0.0000,0.3874,185.1067,184.6492,184.2264,185.3309,184.6492,184.2264,0.016746
3,2.35,4.20,-0.2132,0.4245,0.0000,0.2552,185.0363,184.6902,184.2553,185.4489,184.6902,184.2553,0.056750
3,1.64,4.30,-0.0810,0.4245,0.0000,0.1231,185.0277,184.6270,184.3060,184.2675,184.6270,184.3060,0.192616
3,1.53,4.40,-0.2407,0.4245,-142.9024,0.2828,184.4256,184.5116,184.5558,184.4256,184.2412,184.5558,0.024372
3,1.46,4.50,-0.2677,0.4245,-161.8308,0.3098,184.2638,184.3825,184.3468,184.2638,184.3825,183.9983,0.040483
3,1.42,4.60,-0.2863,0.4245,-174.1322,0.3283,184.1980,184.3172,184.3675,184.1980,183.9182,184.3675,0.053059
3,1.42,4.70,-0.2991,0.4245,177.8733,0.3412,184.3549,184.2767,184.2830,183.9321,184.2767,184.2830,0.059571
3,1.38,4.80,-0.3067,0.4245,173.3959,0.3488,184.4271,184.3043,184.1680,184.4271,183.9607,184.1680,0.039350
3,1.26,4.90,-0.3132,0.4245,150.2259,0.4024,184.2507,184.2234,184.0290,183.6653,184.2234,184.0290,0.114232
3,1.16,5.00,-0.4005,0.3729,127.3052,0.4946,184.2299,184.0819,184.1832,183.5474,184.0819,184.1832,0.155260
3,1.23,5.10,-0.4852,0.2537,92.0801,0.5922,184.1669,184.1923,184.1184,183.5794,184.1923,184.1184,0.115038
